crsyr,origin_loc,cross_loc,us_loc,origin_coords,cross_coords,us_coords,flow
1990,San Luis Potosí,"Matamoros, Tamaulipas","Houston, TX ","(-100.4949145, 22.5000001)","(-97.5017951, 25.8520977)","(-95.3676974, 29.7589382)","LINESTRING (-100.4949145 22.5000001, -97.5017951 25.8520977, -95.3676974 29.7589382)"
1990,", Oaxaca","Tijuana, Baja California del Norte","San Diego, CA ","(-104.6559736, 23.988104)","(-117.0412813, 32.5132984)","(-117.1627728, 32.7174202)","LINESTRING (-104.6559736 23.988104, -117.0412813 32.5132984, -117.1627728 32.7174202)"
1987,Guanajuato,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -118.1362299 33.760599)"
1993,Guanajuato,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -118.1362299 33.760599)"
1982,Guanajuato,"Nuevo Laredo, Tamaulipas","Houston, TX ","(-101.0, 20.9876996)","(-99.5185992, 27.4761506)","(-95.3676974, 29.7589382)","LINESTRING (-101 20.9876996, -99.5185992 27.4761506, -95.3676974 29.7589382)"
1980,"Valle de Santiago, Guanajuato","Reynosa, Tamaulipas","Amarillo, TX ","(-101.2585342318225, 20.3968029)","(-98.2963932, 26.0704018)","(-101.8338246, 35.2072185)","LINESTRING (-101.2585342318225 20.3968029, -98.2963932 26.0704018, -101.8338246 35.2072185)"
1979,Baja California del Norte,"Tecate, Baja California del Norte","Riverside-San Bernardino, CA ","(-117.0412813, 32.5132984)","(-116.5934782, 32.5791061)","(-117.3455744, 34.0109957)","LINESTRING (-117.0412813 32.5132984, -116.5934782 32.5791061, -117.3455744 34.0109957)"
1990,Baja California del Norte,"Tijuana, Baja California del Norte","San Diego, CA ","(-117.0412813, 32.5132984)","(-117.0412813, 32.5132984)","(-117.1627728, 32.7174202)","LINESTRING (-117.0412813 32.5132984, -117.0412813 32.5132984, -117.1627728 32.7174202)"
1982,Colima,"Tijuana, Baja California del Norte","Chico-Paradise, CA ","(-104.0, 19.166667)","(-117.0412813, 32.5132984)","(-117.5924635, 33.4439374)","LINESTRING (-104 19.166667, -117.0412813 32.5132984, -117.5924635 33.4439374)"
1978,Colima,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-104.0, 19.166667)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-104 19.166667, -117.0412813 32.5132984, -118.1362299 33.760599)"
1989,Colima,"Tijuana, Baja California del Norte","San Diego, CA ","(-104.0, 19.166667)","(-117.0412813, 32.5132984)","(-117.1627728, 32.7174202)","LINESTRING (-104 19.166667, -117.0412813 32.5132984, -117.1627728 32.7174202)"
1992,Aguascalientes,"Nuevo Laredo, Tamaulipas","Dallas, TX ","(-102.5000001, 22.0000001)","(-99.5185992, 27.4761506)","(-96.7968559, 32.7762719)","LINESTRING (-102.5000001 22.0000001, -99.5185992 27.4761506, -96.7968559 32.7762719)"
1978,Sinaloa,"Mexicali, Baja California del Norte","Riverside-San Bernardino, CA ","(-107.5000001, 25.0000001)","(-115.506256, 32.658421)","(-117.3455744, 34.0109957)","LINESTRING (-107.5000001 25.0000001, -115.506256 32.658421, -117.3455744 34.0109957)"
1960,Sinaloa,"Mexicali, Baja California del Norte","Fresno, CA ","(-107.5000001, 25.0000001)","(-115.506256, 32.658421)","(-119.7848307, 36.7394421)","LINESTRING (-107.5000001 25.0000001, -115.506256 32.658421, -119.7848307 36.7394421)"
1988,Aguascalientes,"Agua Prieta, Sonora","Los Angeles-Long Beach, CA ","(-102.5000001, 22.0000001)","(-109.5425509, 31.3179664)","(-118.1362299, 33.760599)","LINESTRING (-102.5000001 22.0000001, -109.5425509 31.3179664, -118.1362299 33.760599)"
1985,Aguascalientes,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-102.5000001, 22.0000001)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-102.5000001 22.0000001, -117.0412813 32.5132984, -118.1362299 33.760599)"
1995,Aguascalientes,"Agua Prieta, Sonora","Merced, CA ","(-102.5000001, 22.0000001)","(-109.5425509, 31.3179664)","(-120.7678602, 37.1641544)","LINESTRING (-102.5000001 22.0000001, -109.5425509 31.3179664, -120.7678602 37.1641544)"
1987,Aguascalientes,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-102.5000001, 22.0000001)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-102.5000001 22.0000001, -117.0412813 32.5132984, -118.1362299 33.760599)"
1993,Aguascalientes,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-102.5000001, 22.0000001)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-102.5000001 22.0000001, -117.0412813 32.5132984, -118.1362299 33.760599)"
1982,Guanajuato,"Tijuana, Baja California del Norte","Fort Worth-Arlington, TX ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-97.0589792, 32.8172077)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -97.0589792 32.8172077)"
1977,Guanajuato,"Tijuana, Baja California del Norte","Fresno, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-119.7848307, 36.7394421)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -119.7848307 36.7394421)"
1986,Guanajuato,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -118.1362299 33.760599)"
1990,Guanajuato,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -118.1362299 33.760599)"
1986,Guanajuato,"Tijuana, Baja California del Norte","Houston, TX ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-95.3676974, 29.7589382)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -95.3676974 29.7589382)"
1992,Guanajuato,"Tijuana, Baja California del Norte","Provo-Orem, UT ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-111.5868014, 40.3507394)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -111.5868014 40.3507394)"
1976,Guanajuato,"Tijuana, Baja California del Norte","San Antonio, TX ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-98.4951405, 29.4246002)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -98.49514050000001 29.4246002)"
1985,Guanajuato,"Tijuana, Baja California del Norte","Philadelphia, PA-NJ ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-75.1635262, 39.9527237)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -75.16352620000001 39.9527237)"
1981,Guanajuato,"Tijuana, Baja California del Norte","Philadelphia, PA-NJ ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-75.1635262, 39.9527237)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -75.16352620000001 39.9527237)"
1979,Guanajuato,"Tijuana, Baja California del Norte","Chicago, IL ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-88.125016, 42.371614)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -88.125016 42.371614)"
1997,Durango,"Tijuana, Baja California del Norte","Orlando, FL ","(-104.833333, 24.833333)","(-117.0412813, 32.5132984)","(-81.3790304, 28.5421109)","LINESTRING (-104.833333 24.833333, -117.0412813 32.5132984, -81.3790304 28.5421109)"
1993,"Caborca, Sonora","General Plutarco Elías Calles, Sonora","Philadelphia, PA-NJ ","(-112.60800114389396, 30.8974875)","(-112.71174894524103, 31.6949837)","(-75.1635262, 39.9527237)","LINESTRING (-112.608001143894 30.8974875, -112.711748945241 31.6949837, -75.16352620000001 39.9527237)"
1993,Guanajuato,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -118.1362299 33.760599)"
1980,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
2002,"Tijuana, Baja California del Norte","Agua Prieta, Sonora","Los Angeles-Long Beach, CA ","(-117.0412813, 32.5132984)","(-109.5425509, 31.3179664)","(-118.1362299, 33.760599)","LINESTRING (-117.0412813 32.5132984, -109.5425509 31.3179664, -118.1362299 33.760599)"
2002,"Tijuana, Baja California del Norte","Agua Prieta, Sonora","Los Angeles-Long Beach, CA ","(-117.0412813, 32.5132984)","(-109.5425509, 31.3179664)","(-118.1362299, 33.760599)","LINESTRING (-117.0412813 32.5132984, -109.5425509 31.3179664, -118.1362299 33.760599)"
2001,Tlaxcala,"Agua Prieta, Sonora","Los Angeles-Long Beach, CA ","(-98.166667, 19.416667)","(-109.5425509, 31.3179664)","(-118.1362299, 33.760599)","LINESTRING (-98.166667 19.416667, -109.5425509 31.3179664, -118.1362299 33.760599)"
1995,Jalisco,"Nuevo Laredo, Tamaulipas","Dallas, TX ","(-103.6666671, 20.3333331)","(-99.5185992, 27.4761506)","(-96.7968559, 32.7762719)","LINESTRING (-103.6666671 20.3333331, -99.5185992 27.4761506, -96.7968559 32.7762719)"
1977,Jalisco,"Nuevo Laredo, Tamaulipas","Modesto, CA ","(-103.6666671, 20.3333331)","(-99.5185992, 27.4761506)","(-120.9968782, 37.6390972)","LINESTRING (-103.6666671 20.3333331, -99.5185992 27.4761506, -120.9968782 37.6390972)"
1994,Michoacán,"Tijuana, Baja California del Norte","Chicago, IL ","(-101.878113, 19.207098)","(-117.0412813, 32.5132984)","(-88.125016, 42.371614)","LINESTRING (-101.878113 19.207098, -117.0412813 32.5132984, -88.125016 42.371614)"
2000,México,"Nuevo Laredo, Tamaulipas","Chicago, IL ","(-100.000037, 22.5000485)","(-99.5185992, 27.4761506)","(-88.125016, 42.371614)","LINESTRING (-100.000037 22.5000485, -99.5185992 27.4761506, -88.125016 42.371614)"
1994,México,"Tijuana, Baja California del Norte","Chicago, IL ","(-100.000037, 22.5000485)","(-117.0412813, 32.5132984)","(-88.125016, 42.371614)","LINESTRING (-100.000037 22.5000485, -117.0412813 32.5132984, -88.125016 42.371614)"
1993,México,"Piedras Negras, Coahuila de Zaragoza","Chicago, IL ","(-100.000037, 22.5000485)","(-100.5267104, 28.6998135)","(-88.125016, 42.371614)","LINESTRING (-100.000037 22.5000485, -100.5267104 28.6998135, -88.125016 42.371614)"
1977,Distrito Federal,"Tijuana, Baja California del Norte","Sacramento, CA ","(-99.1331785, 19.4326296)","(-117.0412813, 32.5132984)","(-121.493895, 38.5810606)","LINESTRING (-99.1331785 19.4326296, -117.0412813 32.5132984, -121.493895 38.5810606)"
2006,Yucatán,"Tijuana, Baja California del Norte","San Francisco, CA ","(-88.8755669, 20.6845957)","(-117.0412813, 32.5132984)","(-122.419906, 37.7790262)","LINESTRING (-88.8755669 20.6845957, -117.0412813 32.5132984, -122.419906 37.7790262)"
2006,Yucatán,"Juárez, Chihuahua","Denver, CO ","(-88.8755669, 20.6845957)","(-106.0277621, 28.6517723)","(-104.9848623, 39.7392364)","LINESTRING (-88.8755669 20.6845957, -106.0277621 28.6517723, -104.9848623 39.7392364)"
2008,San Luis Potosí,"Piedras Negras, Coahuila de Zaragoza","Nashville, TN ","(-100.4949145, 22.5000001)","(-100.5267104, 28.6998135)","(-86.7742984, 36.1622767)","LINESTRING (-100.4949145 22.5000001, -100.5267104 28.6998135, -86.77429840000001 36.1622767)"
1997,", Hidalgo","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-108.7598468, 31.801493)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-108.7598468 31.801493, -117.0412813 32.5132984, -118.1362299 33.760599)"
1978,Querétaro,"Tijuana, Baja California del Norte","Austin-San Marcos, TX ","(-99.84756, 20.8542575)","(-117.0412813, 32.5132984)","(-97.9280021, 29.8861175)","LINESTRING (-99.84756 20.8542575, -117.0412813 32.5132984, -97.9280021 29.8861175)"
2002,Querétaro,"Tijuana, Baja California del Norte","Orange County, CA ","(-99.84756, 20.8542575)","(-117.0412813, 32.5132984)","(-117.8704931, 33.7500378)","LINESTRING (-99.84756 20.8542575, -117.0412813 32.5132984, -117.8704931 33.7500378)"
2000,Querétaro,"Tecate, Baja California del Norte","San Jose, CA ","(-99.84756, 20.8542575)","(-116.5934782, 32.5791061)","(-121.890583, 37.3361905)","LINESTRING (-99.84756 20.8542575, -116.5934782 32.5791061, -121.890583 37.3361905)"
1994,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1987,Puebla,"Tijuana, Baja California del Norte","New York, NY ","(-98.0, 18.833333)","(-117.0412813, 32.5132984)","(-74.0060152, 40.7127281)","LINESTRING (-98 18.833333, -117.0412813 32.5132984, -74.00601519999999 40.7127281)"
1991,Jalisco,"Mexicali, Baja California del Norte","Fresno, CA ","(-103.6666671, 20.3333331)","(-115.506256, 32.658421)","(-119.7848307, 36.7394421)","LINESTRING (-103.6666671 20.3333331, -115.506256 32.658421, -119.7848307 36.7394421)"
1981,"Torreón, Coahuila de Zaragoza","General Plutarco Elías Calles, Sonora","Phoenix-Mesa, AZ ","(-103.410512, 25.542698)","(-112.71174894524103, 31.6949837)","(-111.6526441150196, 33.30591455)","LINESTRING (-103.410512 25.542698, -112.711748945241 31.6949837, -111.6526441150196 33.30591455)"
1975,Nayarit,"San Luis Río Colorado, Sonora","Yuma, AZ ","(-104.87148535201122, 21.8438765)","(-114.29077314185326, 31.9939146)","(-114.47603157249804, 32.665135)","LINESTRING (-104.8714853520112 21.8438765, -114.2907731418533 31.9939146, -114.476031572498 32.665135)"
1973,Querétaro,", Coahuila de Zaragoza","San Antonio, TX ","(-99.84756, 20.8542575)","(-101.0010806, 25.4120161)","(-98.4951405, 29.4246002)","LINESTRING (-99.84756 20.8542575, -101.0010806 25.4120161, -98.49514050000001 29.4246002)"
1987,Guanajuato,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.0, 20.9876996)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101 20.9876996, -117.0412813 32.5132984, -118.1362299 33.760599)"
1985,"León, Guanajuato","Tijuana, Baja California del Norte","San Diego, CA ","(-101.6825081, 21.1218598)","(-117.0412813, 32.5132984)","(-117.1627728, 32.7174202)","LINESTRING (-101.6825081 21.1218598, -117.0412813 32.5132984, -117.1627728 32.7174202)"
1982,"Delicias, Chihuahua","Tijuana, Baja California del Norte","San Diego, CA ","(-105.469426, 28.1909814)","(-117.0412813, 32.5132984)","(-117.1627728, 32.7174202)","LINESTRING (-105.469426 28.1909814, -117.0412813 32.5132984, -117.1627728 32.7174202)"
1986,Jalisco,"Tijuana, Baja California del Norte","San Diego, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-117.1627728, 32.7174202)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -117.1627728 32.7174202)"
1983,Jalisco,"Tijuana, Baja California del Norte","San Diego, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-117.1627728, 32.7174202)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -117.1627728 32.7174202)"
2003,"Saltillo, Coahuila de Zaragoza","Mexicali, Baja California del Norte","Salem, OR ","(-100.9927509, 25.4230425)","(-115.506256, 32.658421)","(-123.033121, 44.9391565)","LINESTRING (-100.9927509 25.4230425, -115.506256 32.658421, -123.033121 44.9391565)"
1976,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -118.1362299 33.760599)"
1977,Jalisco,"Tijuana, Baja California del Norte","Merced, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-120.7678602, 37.1641544)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -120.7678602 37.1641544)"
1987,"León, Guanajuato","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.6825081, 21.1218598)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101.6825081 21.1218598, -117.0412813 32.5132984, -118.1362299 33.760599)"
1970,Jalisco,"Tijuana, Baja California del Norte","Riverside-San Bernardino, CA ","(-103.6666671, 20.3333331)","(-117.0412813, 32.5132984)","(-117.3455744, 34.0109957)","LINESTRING (-103.6666671 20.3333331, -117.0412813 32.5132984, -117.3455744 34.0109957)"
1981,"Tijuana, Baja California del Norte","Tijuana, Baja California del Norte","St. Louis, MO-IL ","(-117.0412813, 32.5132984)","(-117.0412813, 32.5132984)","(-90.24111656024635, 38.6529545)","LINESTRING (-117.0412813 32.5132984, -117.0412813 32.5132984, -90.24111656024635 38.6529545)"
1984,"Los Reyes, Michoacán","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-102.36992498690617, 19.66322145)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-102.3699249869062 19.66322145, -117.0412813 32.5132984, -118.1362299 33.760599)"
1985,Michoacán,"Tijuana, Baja California del Norte","Chicago, IL ","(-101.878113, 19.207098)","(-117.0412813, 32.5132984)","(-88.125016, 42.371614)","LINESTRING (-101.878113 19.207098, -117.0412813 32.5132984, -88.125016 42.371614)"
1967,Michoacán,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-101.878113, 19.207098)","(-117.0412813, 32.5132984)","(-118.1362299, 33.760599)","LINESTRING (-101.878113 19.207098, -117.0412813 32.5132984, -118.1362299 33.760599)"
1956,"Tijuana, Baja California del Norte","Tijuana, Baja California del Norte","San Diego, CA ","(-117.0412813, 32.5132984)","(-117.0412813, 32.5132984)","(-117.1627728, 32.7174202)","LINESTRING (-117.0412813 32.5132984, -117.0412813 32.5132984, -117.1627728 32.7174202)"
1975,"Aguascalientes, Aguascalientes","Tijuana, Baja California del Norte","Fresno, CA ","(-102.2961323, 21.8806553)","(-117.0412813, 32.5132984)","(-119.7848307, 36.7394421)","LINESTRING (-102.2961323 21.8806553, -117.0412813 32.5132984, -119.7848307 36.7394421)"
1954,"Mexicali, Baja California del Norte","Tijuana, Baja California del Norte","Riverside-San Bernardino, CA ","(-115.506256, 32.658421)","(-117.0412813, 32.5132984)","(-117.3455744, 34.0109957)","LINESTRING (-115.506256 32.658421, -117.0412813 32.5132984, -117.3455744 34.0109957)"
1980,Michoacán,"Tijuana, Baja California del Norte","Orange County, CA ","(-101.878113, 19.207098)","(-117.0412813, 32.5132984)","(-117.8704931, 33.7500378)","LINESTRING (-101.878113 19.207098, -117.0412813 32.5132984, -117.8704931 33.7500378)"
1981,"Tepic, Nayarit","Agua Prieta, Sonora","Ventura, CA ","(-104.894676, 21.5043446)","(-109.5425509, 31.3179664)","(-119.0779359, 34.4458248)","LINESTRING (-104.894676 21.5043446, -109.5425509 31.3179664, -119.0779359 34.4458248)"
1983,Michoacán,"Nuevo Laredo, Tamaulipas","Ventura, CA ","(-101.878113, 19.207098)","(-99.5185992, 27.4761506)","(-119.0779359, 34.4458248)","LINESTRING (-101.878113 19.207098, -99.5185992 27.4761506, -119.0779359 34.4458248)"
