crsyr1,origin_loc,cross_loc,us_loc,origin_coords,cross_coords,us_coords
2005,Querétaro,"Piedras Negras, Coahuila de Zaragoza",,"(-99.84756, 20.8542575)","(-100.5267104, 28.6998135)","(11.0480288, 46.3144754)"
1985,Querétaro,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1990,Querétaro,"Tijuana, Baja California del Norte",,"(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1992,Querétaro,"Tijuana, Baja California del Norte","San Diego, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
2002,Querétaro,"Agua Prieta, Sonora","West Palm Beach-Boca Raton, FL ","(-99.84756, 20.8542575)","(-109.5425509, 31.3179664)",Fail
1997,Querétaro,"Matamoros, Tamaulipas",,"(-99.84756, 20.8542575)","(-97.5017951, 25.8520977)","(11.0480288, 46.3144754)"
2003,Querétaro,"Nogales, Sonora",,"(-99.84756, 20.8542575)","(-108.9620954, 30.2074686)","(11.0480288, 46.3144754)"
2004,"Coyoacán, Distrito Federal","Tijuana, Baja California del Norte","San Diego, CA ","(-99.1623319, 19.3500942)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
1980,Querétaro,"Tijuana, Baja California del Norte","San Diego, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
2004,"San Luis Potosí, San Luis Potosí","Agua Prieta, Sonora","Jacksonville, FL ","(-100.9763993, 22.1516472)","(-109.5425509, 31.3179664)","(-81.655651, 30.3321838)"
1984,"Querétaro, Querétaro","Tijuana, Baja California del Norte","San Diego, CA ","(-100.3970593, 20.5954708)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
2001,Querétaro,"Piedras Negras, Coahuila de Zaragoza",,"(-99.84756, 20.8542575)","(-100.5267104, 28.6998135)","(11.0480288, 46.3144754)"
1968,", México","Nogales, Sonora","San Diego, CA ","(-100.000037, 22.5000485)","(-108.9620954, 30.2074686)","(-117.1627728, 32.7174202)"
1972,Querétaro,"Agua Prieta, Sonora",,"(-99.84756, 20.8542575)","(-109.5425509, 31.3179664)","(11.0480288, 46.3144754)"
1994,"Cadereyta de Montes, Querétaro","Tijuana, Baja California del Norte","San Diego, CA ","(-99.6660444473338, 20.7912161)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
1976,"Cadereyta de Montes, Querétaro","Tijuana, Baja California del Norte","San Diego, CA ","(-99.6660444473338, 20.7912161)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
2007,Querétaro,"Tijuana, Baja California del Norte","Orlando, FL ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-81.3790304, 28.5421109)"
2000,Querétaro,"Matamoros, Tamaulipas","Tampa-St. Petersburg-Clearwater, FL ","(-99.84756, 20.8542575)","(-97.5017951, 25.8520977)",Fail
1973,Querétaro,"Tijuana, Baja California del Norte","San Diego, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
1984,"Querétaro, Querétaro","Tijuana, Baja California del Norte","Fresno, CA ","(-100.3970593, 20.5954708)","(-116.964662, 32.5010188)","(-119.7848307, 36.7394421)"
1999,Michoacán,"Agua Prieta, Sonora",,"(-101.878113, 19.207098)","(-109.5425509, 31.3179664)","(11.0480288, 46.3144754)"
2000,Jalisco,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-103.6666671, 20.3333331)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1988,"Querétaro, Querétaro","Tijuana, Baja California del Norte","San Diego, CA ","(-100.3970593, 20.5954708)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
1962,"Querétaro, Querétaro","Tijuana, Baja California del Norte",,"(-100.3970593, 20.5954708)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1988,Querétaro,"Tijuana, Baja California del Norte","San Diego, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
1987,Querétaro,"Tijuana, Baja California del Norte","San Diego, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
2005,Querétaro,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1988,Querétaro,"Juárez, Chihuahua",,"(-99.84756, 20.8542575)","(-106.0277621, 28.6517723)","(11.0480288, 46.3144754)"
1987,Querétaro,"Matamoros, Tamaulipas","Tampa-St. Petersburg-Clearwater, FL ","(-99.84756, 20.8542575)","(-97.5017951, 25.8520977)",Fail
2000,Querétaro,"Naco, Sonora","Atlanta, GA ","(-99.84756, 20.8542575)","(-109.9459547, 31.3229703)","(-84.442163, 33.7849591)"
1970,"Cadereyta de Montes, Querétaro","Piedras Negras, Coahuila de Zaragoza","Dallas, TX ","(-99.6660444473338, 20.7912161)","(-100.5267104, 28.6998135)","(-96.7968559, 32.7762719)"
2005,"Querétaro, Querétaro","Nogales, Sonora","Phoenix-Mesa, AZ ","(-100.3970593, 20.5954708)","(-108.9620954, 30.2074686)","(-111.6526441150196, 33.30591455)"
2006,"Querétaro, Querétaro","Tijuana, Baja California del Norte","San Diego, CA ","(-100.3970593, 20.5954708)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
1993,Querétaro,"Juárez, Chihuahua",,"(-99.84756, 20.8542575)","(-106.0277621, 28.6517723)","(11.0480288, 46.3144754)"
2000,Querétaro,"General Plutarco Elías Calles, Sonora","Columbus, OH ","(-99.84756, 20.8542575)","(-112.71174894524103, 31.6949837)","(-83.0007065, 39.9622601)"
1994,Querétaro,"Tijuana, Baja California del Norte","San Diego, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
1993,Querétaro,"Tijuana, Baja California del Norte","San Diego, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
1986,Querétaro,"Tijuana, Baja California del Norte","San Diego, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
1984,Querétaro,"Tijuana, Baja California del Norte","San Diego, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
1982,Querétaro,"Tijuana, Baja California del Norte",,"(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1989,Querétaro,"Matamoros, Tamaulipas","Washington, DC-MD-VA-WV ","(-99.84756, 20.8542575)","(-97.5017951, 25.8520977)",Fail
1997,Querétaro,"Matamoros, Tamaulipas",,"(-99.84756, 20.8542575)","(-97.5017951, 25.8520977)","(11.0480288, 46.3144754)"
2000,Querétaro,"Tijuana, Baja California del Norte","San Diego, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
1990,Querétaro,"Tijuana, Baja California del Norte","San Diego, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
1986,Querétaro,"Tijuana, Baja California del Norte","San Diego, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
1992,Querétaro,"Matamoros, Tamaulipas","Fort Myers-Cape Coral, FL ","(-99.84756, 20.8542575)","(-97.5017951, 25.8520977)","(-81.81301045982603, 26.7107495)"
1989,", Hidalgo","Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.0, 20.5)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
2003,Querétaro,", Coahuila de Zaragoza",,"(-99.84756, 20.8542575)","(-102.0000001, 27.3333331)","(11.0480288, 46.3144754)"
1982,"Coyoacán, Distrito Federal","Tijuana, Baja California del Norte","San Jose, CA ","(-99.1623319, 19.3500942)","(-116.964662, 32.5010188)","(-121.890583, 37.3361905)"
1993,Querétaro,"Nogales, Sonora",,"(-99.84756, 20.8542575)","(-108.9620954, 30.2074686)","(11.0480288, 46.3144754)"
1985,Querétaro,"Piedras Negras, Coahuila de Zaragoza",,"(-99.84756, 20.8542575)","(-100.5267104, 28.6998135)","(11.0480288, 46.3144754)"
1996,"Ciudad de México, Distrito Federal","Agua Prieta, Sonora",,"(-99.1248161, 19.3997047)","(-109.5425509, 31.3179664)","(11.0480288, 46.3144754)"
2000,Querétaro,"Agua Prieta, Sonora",,"(-99.84756, 20.8542575)","(-109.5425509, 31.3179664)","(11.0480288, 46.3144754)"
1988,"Gustavo A. Madero, Distrito Federal","Matamoros, Tamaulipas",,"(-99.1134723, 19.4838614)","(-97.5017951, 25.8520977)","(11.0480288, 46.3144754)"
1998,Querétaro,"Agua Prieta, Sonora","Indianapolis, IN ","(-99.84756, 20.8542575)","(-109.5425509, 31.3179664)","(-86.0519568269157, 39.9164009)"
2004,Querétaro,"Agua Prieta, Sonora",,"(-99.84756, 20.8542575)","(-109.5425509, 31.3179664)","(11.0480288, 46.3144754)"
1995,Querétaro,"Juárez, Chihuahua",,"(-99.84756, 20.8542575)","(-106.0277621, 28.6517723)","(11.0480288, 46.3144754)"
1987,Querétaro,"Matamoros, Tamaulipas",,"(-99.84756, 20.8542575)","(-97.5017951, 25.8520977)","(11.0480288, 46.3144754)"
1998,Querétaro,"Agua Prieta, Sonora","Indianapolis, IN ","(-99.84756, 20.8542575)","(-109.5425509, 31.3179664)","(-86.0519568269157, 39.9164009)"
1984,Querétaro,"Tijuana, Baja California del Norte","West Palm Beach-Boca Raton, FL ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)",Fail
1995,Querétaro,"General Plutarco Elías Calles, Sonora",,"(-99.84756, 20.8542575)","(-112.71174894524103, 31.6949837)","(11.0480288, 46.3144754)"
1976,"Cuauhtémoc, Distrito Federal","Juárez, Chihuahua",,"(-99.1518637, 19.4416128)","(-106.0277621, 28.6517723)","(11.0480288, 46.3144754)"
2001,Querétaro,"Agua Prieta, Sonora","Louisville, KY-IN ","(-99.84756, 20.8542575)","(-109.5425509, 31.3179664)","(-85.47175801090086, 38.244816099999994)"
1981,Querétaro,"Nuevo Laredo, Tamaulipas","Miami, FL ","(-99.84756, 20.8542575)","(-99.5185992, 27.4761506)","(-80.19362, 25.7741728)"
1981,Querétaro,"Agua Prieta, Sonora",,"(-99.84756, 20.8542575)","(-109.5425509, 31.3179664)","(11.0480288, 46.3144754)"
1996,Querétaro,"Ascención, Chihuahua","Charlottesville, VA ","(-99.84756, 20.8542575)","(-106.5272115, 31.7649741)","(-78.48826219863946, 38.0617677)"
1984,"Ecatepec de Morelos, México","Tijuana, Baja California del Norte","West Palm Beach-Boca Raton, FL ","(-99.0487281, 19.5994083)","(-116.964662, 32.5010188)",Fail
1975,Distrito Federal,"General Plutarco Elías Calles, Sonora",,"(-99.1331785, 19.4326296)","(-112.71174894524103, 31.6949837)","(11.0480288, 46.3144754)"
1988,Querétaro,"Nogales, Sonora","West Palm Beach-Boca Raton, FL ","(-99.84756, 20.8542575)","(-108.9620954, 30.2074686)",Fail
2000,"Coyoacán, Distrito Federal","Juárez, Chihuahua",,"(-99.1623319, 19.3500942)","(-106.0277621, 28.6517723)","(11.0480288, 46.3144754)"
2000,Distrito Federal,"Nogales, Sonora","Phoenix-Mesa, AZ ","(-99.1331785, 19.4326296)","(-108.9620954, 30.2074686)","(-111.6526441150196, 33.30591455)"
1988,Distrito Federal,"Nogales, Sonora",,"(-99.1331785, 19.4326296)","(-108.9620954, 30.2074686)","(11.0480288, 46.3144754)"
2001,Querétaro,"Juárez, Chihuahua",,"(-99.84756, 20.8542575)","(-106.0277621, 28.6517723)","(11.0480288, 46.3144754)"
1998,Querétaro,"Ascención, Chihuahua","Tampa-St. Petersburg-Clearwater, FL ","(-99.84756, 20.8542575)","(-106.5272115, 31.7649741)",Fail
1978,Querétaro,"Ascención, Chihuahua",,"(-99.84756, 20.8542575)","(-106.5272115, 31.7649741)","(11.0480288, 46.3144754)"
1977,Querétaro,"General Plutarco Elías Calles, Sonora","West Palm Beach-Boca Raton, FL ","(-99.84756, 20.8542575)","(-112.71174894524103, 31.6949837)",Fail
1998,Querétaro,"Juárez, Chihuahua",,"(-99.84756, 20.8542575)","(-106.0277621, 28.6517723)","(11.0480288, 46.3144754)"
1999,Querétaro,"Piedras Negras, Coahuila de Zaragoza",,"(-99.84756, 20.8542575)","(-100.5267104, 28.6998135)","(11.0480288, 46.3144754)"
1980,"Álvaro Obregón, Distrito Federal","General Plutarco Elías Calles, Sonora","West Palm Beach-Boca Raton, FL ","(-99.1957079, 19.3894713)","(-112.71174894524103, 31.6949837)",Fail
1980,Querétaro,"General Plutarco Elías Calles, Sonora",,"(-99.84756, 20.8542575)","(-112.71174894524103, 31.6949837)","(11.0480288, 46.3144754)"
1986,"Tecate, Baja California del Norte","General Plutarco Elías Calles, Sonora","Phoenix-Mesa, AZ ","(-116.6298787, 32.5653831)","(-112.71174894524103, 31.6949837)","(-111.6526441150196, 33.30591455)"
1994,"Querétaro, Querétaro","Agua Prieta, Sonora",,"(-100.3970593, 20.5954708)","(-109.5425509, 31.3179664)","(11.0480288, 46.3144754)"
1986,"Azcapotzalco, Distrito Federal","Agua Prieta, Sonora","West Palm Beach-Boca Raton, FL ","(-99.1844166, 19.4837824)","(-109.5425509, 31.3179664)",Fail
1999,Querétaro,"Ascención, Chihuahua","Louisville, KY-IN ","(-99.84756, 20.8542575)","(-106.5272115, 31.7649741)","(-85.47175801090086, 38.244816099999994)"
2000,Querétaro,"Tijuana, Baja California del Norte",,"(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1989,Querétaro,"Ascención, Chihuahua",,"(-99.84756, 20.8542575)","(-106.5272115, 31.7649741)","(11.0480288, 46.3144754)"
2003,Querétaro,"Nuevo Laredo, Tamaulipas",,"(-99.84756, 20.8542575)","(-99.5185992, 27.4761506)","(11.0480288, 46.3144754)"
1989,Querétaro,"Tijuana, Baja California del Norte",,"(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1964,Querétaro,"General Plutarco Elías Calles, Sonora","Austin-San Marcos, TX ","(-99.84756, 20.8542575)","(-112.71174894524103, 31.6949837)","(-97.9280021, 29.8861175)"
1966,Querétaro,"Tijuana, Baja California del Norte","Yuma, AZ ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-114.47603157249804, 32.665135)"
2005,Querétaro,"Piedras Negras, Coahuila de Zaragoza",,"(-99.84756, 20.8542575)","(-100.5267104, 28.6998135)","(11.0480288, 46.3144754)"
1990,Distrito Federal,"Piedras Negras, Coahuila de Zaragoza","Austin-San Marcos, TX ","(-99.1331785, 19.4326296)","(-100.5267104, 28.6998135)","(-97.9280021, 29.8861175)"
1977,Querétaro,"Piedras Negras, Coahuila de Zaragoza","Austin-San Marcos, TX ","(-99.84756, 20.8542575)","(-100.5267104, 28.6998135)","(-97.9280021, 29.8861175)"
1990,Querétaro,"Piedras Negras, Coahuila de Zaragoza","Austin-San Marcos, TX ","(-99.84756, 20.8542575)","(-100.5267104, 28.6998135)","(-97.9280021, 29.8861175)"
1986,Querétaro,"Tijuana, Baja California del Norte","San Diego, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-117.1627728, 32.7174202)"
1998,Querétaro,"Tijuana, Baja California del Norte",,"(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1987,Querétaro,"Piedras Negras, Coahuila de Zaragoza","Brazoria, TX ","(-99.84756, 20.8542575)","(-100.5267104, 28.6998135)","(-95.4993375, 29.18161)"
1989,Querétaro,"Piedras Negras, Coahuila de Zaragoza","Austin-San Marcos, TX ","(-99.84756, 20.8542575)","(-100.5267104, 28.6998135)","(-97.9280021, 29.8861175)"
1987,Querétaro,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1975,Querétaro,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
2000,Querétaro,"Agua Prieta, Sonora","Orange County, CA ","(-99.84756, 20.8542575)","(-109.5425509, 31.3179664)","(-117.8704931, 33.7500378)"
1999,Distrito Federal,"Piedras Negras, Coahuila de Zaragoza","San Jose, CA ","(-99.1331785, 19.4326296)","(-100.5267104, 28.6998135)","(-121.890583, 37.3361905)"
1996,Querétaro,"Tijuana, Baja California del Norte","Orange County, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1978,Querétaro,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1992,Querétaro,"Tijuana, Baja California del Norte","Orange County, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1966,Querétaro,"Tijuana, Baja California del Norte","Stockton-Lodi, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-121.257813, 38.1307654)"
1998,Querétaro,"Mexicali, Baja California del Norte","San Jose, CA ","(-99.84756, 20.8542575)","(-115.448325, 32.6248622)","(-121.890583, 37.3361905)"
2007,Querétaro,"Tijuana, Baja California del Norte","Seattle-Bellevue-Everett, WA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)",Fail
1985,Querétaro,"Tijuana, Baja California del Norte","Orange County, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
2009,Querétaro,"Tijuana, Baja California del Norte","San Jose, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-121.890583, 37.3361905)"
2009,Querétaro,"Tijuana, Baja California del Norte","Seattle-Bellevue-Everett, WA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)",Fail
2008,Querétaro,"Tijuana, Baja California del Norte","Orange County, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1988,Querétaro,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1980,Querétaro,"Tijuana, Baja California del Norte","Orange County, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1989,Querétaro,"Tijuana, Baja California del Norte","Orange County, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1990,Querétaro,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1976,Querétaro,"Tijuana, Baja California del Norte","Orange County, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1974,Querétaro,"Tijuana, Baja California del Norte",,"(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1976,Querétaro,"Tijuana, Baja California del Norte","Orange County, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1989,Querétaro,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1979,Querétaro,"Tijuana, Baja California del Norte","Orange County, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
2008,Querétaro,"Tijuana, Baja California del Norte","San Jose, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-121.890583, 37.3361905)"
1999,Querétaro,"Tijuana, Baja California del Norte","Seattle-Bellevue-Everett, WA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)",Fail
1981,Querétaro,"Tijuana, Baja California del Norte","Orange County, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1988,Querétaro,"Tijuana, Baja California del Norte","San Jose, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-121.890583, 37.3361905)"
1990,Querétaro,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1979,Querétaro,"Tijuana, Baja California del Norte","Los Angeles-Long Beach, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-118.2400932, 33.7689643)"
1985,Querétaro,"Tijuana, Baja California del Norte",,"(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(11.0480288, 46.3144754)"
1993,Querétaro,"Tecate, Baja California del Norte","San Jose, CA ","(-99.84756, 20.8542575)","(-116.6298787, 32.5653831)","(-121.890583, 37.3361905)"
1997,Querétaro,"Tijuana, Baja California del Norte","Orange County, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
1998,Querétaro,"Juárez, Chihuahua","Orange County, CA ","(-99.84756, 20.8542575)","(-106.0277621, 28.6517723)","(-117.8704931, 33.7500378)"
1988,Querétaro,"Tijuana, Baja California del Norte","Orange County, CA ","(-99.84756, 20.8542575)","(-116.964662, 32.5010188)","(-117.8704931, 33.7500378)"
